Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
LX,Lexus,2016,Gray,Foreign Used,Automatic,41254,"Kiambu, Kiambu / Kiambu","KSh 16,500,000"
Discovery,Land Rover,2015,Gray,Foreign Used,Automatic,62734,"Kiambu, Kiambu / Kiambu","KSh 4,750,000"
NX,Lexus,2015,Gray,Foreign Used,Automatic,37517,"Kiambu, Kiambu / Kiambu","KSh 5,650,000"
Fit,Honda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,090,000"
Fit,Honda,2014,Gray,Foreign Used,Automatic,90000,"Kiambu, Kiambu / Kiambu","KSh 980,000"
Discovery,Land Rover,2014,Gray,Foreign Used,Automatic,39842,"Kiambu, Kiambu / Kiambu","KSh 5,900,000"
Axela,Mazda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,450,000"
Axela,Mazda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,450,000"
Axela,Mazda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,450,000"
Demio,Mazda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 780,000"
Verisa,Mazda,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 980,000"
Outlander,Mitsubishi,2014,Gray,Foreign Used,Automatic,38412,"Kiambu, Kiambu / Kiambu","KSh 2,500,000"
Wagon,Suzuki,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 680,000"
Fielder,Toyota,2014,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,420,000"
Auris,Toyota,2014,Gray,Foreign Used,Automatic,71179,"Kiambu, Kiambu / Kiambu","KSh 1,580,000"
RAV4,Toyota,2014,Gray,Foreign Used,Automatic,54854,"Kiambu, Kiambu / Kiambu","KSh 3,380,000"
RAV4,Toyota,2014,Gray,Foreign Used,Automatic,54854,"Kiambu, Kiambu / Kiambu","KSh 3,380,000"
Harrier,Toyota,2014,Gray,Foreign Used,Automatic,17048,"Kiambu, Kiambu / Kiambu","KSh 3,650,000"
Land,Toyota,2014,Gray,Foreign Used,Automatic,64028,"Kiambu, Kiambu / Kiambu","KSh 6,150,000"
E250,Mercedes-Benz,2013,Gray,Foreign Used,Automatic,58000,"Kiambu, Kiambu / Kiambu","KSh 2,650,000"
A4,Audi,2012,Gray,Foreign Used,Automatic,55000,"Kiambu, Kiambu / Kiambu","KSh 1,785,000"
Note,Nissan,2012,Gray,Foreign Used,Automatic,108542,"Kiambu, Kiambu / Kiambu","KSh 520,000"
LX,Lexus,2011,Gray,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 7,800,000"
Forester,Subaru,2014,Green,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,660,000"
Spade,Toyota,2014,Green,Foreign Used,Automatic,59000,"Kiambu, Kiambu / Kiambu","KSh 870,000"
SX,Suzuki,2014,Orange,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,180,000"
March,Nissan,2008,Orange,Foreign Used,Automatic,142542,"Kiambu, Kiambu / Kiambu","KSh 440,000"
LX,Lexus,2016,Pearl,Foreign Used,Automatic,70432,"Kiambu, Kiambu / Kiambu","KSh 16,500,000"
Sylphy,Nissan,2014,Pearl,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,250,000"
Axio,Toyota,2014,Pearl,Foreign Used,Automatic,78000,"Kiambu, Kiambu / Kiambu","KSh 1,090,000"
Mark,Toyota,2014,Pearl,Foreign Used,Automatic,80000,"Kiambu, Kiambu / Kiambu","KSh 1,750,000"
Vellfire,Toyota,2014,Pearl,Foreign Used,Automatic,84273,"Kiambu, Kiambu / Kiambu","KSh 2,550,000"
Harrier,Toyota,2014,Pearl,Foreign Used,Automatic,67000,"Kiambu, Kiambu / Kiambu","KSh 3,400,000"
Harrier,Toyota,2014,Pearl,Foreign Used,Automatic,67000,"Kiambu, Kiambu / Kiambu","KSh 3,400,000"
Harrier,Toyota,2014,Pearl,Foreign Used,Automatic,74125,"Kiambu, Kiambu / Kiambu","KSh 3,500,000"
RX,Lexus,2013,Pearl,Foreign Used,Automatic,71042,"Kiambu, Kiambu / Kiambu","KSh 4,000,000"
Note,Nissan,2014,Pink,Foreign Used,Automatic,104000,"Kiambu, Kiambu / Kiambu","KSh 789,000"
X-Trail,Nissan,2014,Premium,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,580,000"
Note,Nissan,2014,Purple,Foreign Used,Automatic,97000,"Kiambu, Kiambu / Kiambu","KSh 840,000"
Fielder,Toyota,2014,Purple,Foreign Used,Automatic,73000,"Kiambu, Kiambu / Kiambu","KSh 1,450,000"
Outlander,Mitsubishi,2016,Red,Foreign Used,Automatic,73242,"Kiambu, Kiambu / Kiambu","KSh 3,250,000"
CX-5,Mazda,2014,Red,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,080,000"
CX-5,Mazda,2014,Red,Foreign Used,Automatic,91000,"Kiambu, Kiambu / Kiambu","KSh 2,120,000"
CX-5,Mazda,2014,Red,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,250,000"
Note,Nissan,2014,Red,Foreign Used,Automatic,73000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Note,Nissan,2014,Red,Foreign Used,Automatic,73000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Note,Nissan,2014,Red,Foreign Used,Automatic,73000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Vitz,Toyota,2014,Red,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,000,000"
Sienta,Toyota,2014,Red,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,250,000"
Golf,Volkswagen,2014,Red,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,500,000"
V40,Volvo,2014,Red,Foreign Used,Automatic,65000,"Kiambu, Kiambu / Kiambu","KSh 1,650,000"
Demio,Mazda,2013,Red,Foreign Used,Automatic,70000,"Kiambu, Kiambu / Kiambu","KSh 650,000"
Spade,Toyota,2013,Red,Foreign Used,Automatic,130000,"Kiambu, Kiambu / Kiambu","KSh 700,000"
Note,Nissan,2011,Red,Foreign Used,Automatic,145213,"Kiambu, Kiambu / Kiambu","KSh 460,000"
Note,Nissan,2011,Red,Foreign Used,Automatic,145213,"Kiambu, Kiambu / Kiambu","KSh 460,000"
Succeed,Toyota,2016,Silver,Foreign Used,Automatic,97000,"Kiambu, Kiambu / Kiambu","KSh 1,050,000"
Probox,Toyota,2016,Silver,Foreign Used,Automatic,133000,"Kiambu, Kiambu / Kiambu","KSh 990,000"
Fit,Honda,2015,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,250,000"
Fielder,Toyota,2015,Silver,Foreign Used,Automatic,72028,"Kiambu, Kiambu / Kiambu","KSh 1,520,000"
Fielder,Toyota,2015,Silver,Foreign Used,Automatic,72028,"Kiambu, Kiambu / Kiambu","KSh 1,520,000"
Fielder,Toyota,2015,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,550,000"
Probox,Toyota,2015,Silver,Foreign Used,Automatic,35000,"Kiambu, Kiambu / Kiambu","KSh 950,000"
Fit,Honda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,000,000"
Fit,Honda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,000,000"
Fit,Honda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,150,000"
Discovery,Land Rover,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 4,800,000"
Familia,Mazda,2014,Silver,Foreign Used,Automatic,127000,"Kiambu, Kiambu / Kiambu","KSh 680,000"
Demio,Mazda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Demio,Mazda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Demio,Mazda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Demio,Mazda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Delica,Mitsubishi,2014,Silver,Foreign Used,Automatic,127360,"Kiambu, Kiambu / Kiambu","KSh 1,980,000"
Advan,Nissan,2014,Silver,Foreign Used,Automatic,125000,"Kiambu, Kiambu / Kiambu","KSh 689,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,134000,"Kiambu, Kiambu / Kiambu","KSh 770,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,134000,"Kiambu, Kiambu / Kiambu","KSh 770,000"
Advan,Nissan,2014,Silver,Foreign Used,Automatic,63000,"Kiambu, Kiambu / Kiambu","KSh 780,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,83000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,83000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,42000,"Kiambu, Kiambu / Kiambu","KSh 850,000"
Latio,Nissan,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 890,000"
Swift,Suzuki,2014,Silver,Foreign Used,Automatic,85000,"Kiambu, Kiambu / Kiambu","KSh 809,000"
Swift,Suzuki,2014,Silver,Foreign Used,Automatic,48752,"Kiambu, Kiambu / Kiambu","KSh 880,000"
Axio,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,250,000"
Fielder,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,350,000"
ISIS,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,450,000"
Allion,Toyota,2014,Silver,Foreign Used,Automatic,54128,"Kiambu, Kiambu / Kiambu","KSh 1,750,000"
Allion,Toyota,2014,Silver,Foreign Used,Automatic,54128,"Kiambu, Kiambu / Kiambu","KSh 1,750,000"
Noah,Toyota,2014,Silver,Foreign Used,Automatic,108000,"Kiambu, Kiambu / Kiambu","KSh 1,930,000"
Noah,Toyota,2014,Silver,Foreign Used,Automatic,48524,"Kiambu, Kiambu / Kiambu","KSh 2,200,000"
Noah,Toyota,2014,Silver,Foreign Used,Automatic,48524,"Kiambu, Kiambu / Kiambu","KSh 2,200,000"
Axio,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,280,000"
Harrier,Toyota,2014,Silver,Foreign Used,Automatic,50000,"Kiambu, Kiambu / Kiambu","KSh 3,350,000"
RAV4,Toyota,2014,Silver,Foreign Used,Automatic,80000,"Kiambu, Kiambu / Kiambu","KSh 3,400,000"
RAV4,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 3,400,000"
Harrier,Toyota,2014,Silver,Foreign Used,Automatic,56452,"Kiambu, Kiambu / Kiambu","KSh 3,500,000"
Spade,Toyota,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 830,000"
Spade,Toyota,2014,Silver,Foreign Used,Automatic,750000,"Kiambu, Kiambu / Kiambu","KSh 890,000"
Aqua,Toyota,2014,Silver,Foreign Used,Automatic,90000,"Kiambu, Kiambu / Kiambu","KSh 970,000"
Succeed,Toyota,2014,Silver,Foreign Used,Automatic,97000,"Kiambu, Kiambu / Kiambu","KSh 989,000"
S60,Volvo,2014,Silver,Foreign Used,Automatic,75000,"Kiambu, Kiambu / Kiambu","KSh 2,200,000"
Pajero,Mitsubishi,2013,Silver,Foreign Used,Automatic,42153,"Kiambu, Kiambu / Kiambu","KSh 4,600,000"
Pajero,Mitsubishi,2013,Silver,Foreign Used,Automatic,42153,"Kiambu, Kiambu / Kiambu","KSh 4,600,000"
Forester,Subaru,2013,Silver,Foreign Used,Automatic,77433,"Kiambu, Kiambu / Kiambu","KSh 2,150,000"
Fielder,Toyota,2012,Silver,Foreign Used,Automatic,35000,"Kiambu, Kiambu / Kiambu","KSh 990,000"
Ractis,Toyota,2009,Silver,Foreign Used,Automatic,152418,"Kiambu, Kiambu / Kiambu","KSh 530,000"
Wingroad,Nissan,2008,Silver,Foreign Used,Automatic,178542,"Kiambu, Kiambu / Kiambu","KSh 420,000"
Succeed,Toyota,2008,Silver,Foreign Used,Automatic,145247,"Kiambu, Kiambu / Kiambu","KSh 520,000"
Avensis,Toyota,2006,Silver,Foreign Used,Automatic,145241,"Kiambu, Kiambu / Kiambu","KSh 550,000"
Avensis,Toyota,2006,Silver,Foreign Used,Automatic,145241,"Kiambu, Kiambu / Kiambu","KSh 550,000"
Fun,Toyota,2002,Silver,Foreign Used,Automatic,187542,"Kiambu, Kiambu / Kiambu","KSh 280,000"
Fun,Toyota,2002,Silver,Foreign Used,Automatic,187542,"Kiambu, Kiambu / Kiambu","KSh 280,000"
Vellfire,Toyota,2017,White,Foreign Used,Automatic,8050,"Kiambu, Kiambu / Kiambu","KSh 6,800,000"
LX,Lexus,2016,White,Foreign Used,Automatic,33081,"Kiambu, Kiambu / Kiambu","KSh 17,000,000"
RX,Lexus,2016,White,Foreign Used,Automatic,41244,"Kiambu, Kiambu / Kiambu","KSh 7,800,000"
Outlander,Mitsubishi,2016,White,Foreign Used,Automatic,61421,"Kiambu, Kiambu / Kiambu","KSh 3,350,000"
Land,Toyota,2016,White,Foreign Used,Automatic,78243,"Kiambu, Kiambu / Kiambu","KSh 6,600,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,154000,"Kiambu, Kiambu / Kiambu","KSh 959,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 980,000"
LX,Lexus,2015,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 15,800,000"
RX,Lexus,2015,White,Foreign Used,Automatic,65018,"Kiambu, Kiambu / Kiambu","KSh 4,450,000"
NX,Lexus,2015,White,Foreign Used,Automatic,39377,"Kiambu, Kiambu / Kiambu","KSh 5,700,000"
Latio,Nissan,2015,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 820,000"
Land,Toyota,2015,White,Foreign Used,Automatic,49845,"Kiambu, Kiambu / Kiambu","KSh 14,800,000"
Land,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 6,800,000"
Land,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 6,900,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,72000,"Kiambu, Kiambu / Kiambu","KSh 950,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,68000,"Kiambu, Kiambu / Kiambu","KSh 950,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 980,000"
A6,Audi,2014,White,Foreign Used,Automatic,99000,"Kiambu, Kiambu / Kiambu","KSh 3,100,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 4,340,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,950,000"
Vezel,Honda,2014,White,Foreign Used,Automatic,116180,"Kiambu, Kiambu / Kiambu","KSh 1,980,000"
Discovery,Land Rover,2014,White,Foreign Used,Automatic,50031,"Kiambu, Kiambu / Kiambu","KSh 5,950,000"
Discovery,Land Rover,2014,White,Foreign Used,Automatic,50031,"Kiambu, Kiambu / Kiambu","KSh 5,950,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,400,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,550,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,980,000"
Familia,Mazda,2014,White,Foreign Used,Automatic,125000,"Kiambu, Kiambu / Kiambu","KSh 680,000"
Familia,Mazda,2014,White,Foreign Used,Automatic,59887,"Kiambu, Kiambu / Kiambu","KSh 699,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,119000,"Kiambu, Kiambu / Kiambu","KSh 1,850,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,38421,"Kiambu, Kiambu / Kiambu","KSh 2,200,000"
Pajero,Mitsubishi,2014,White,Foreign Used,Automatic,81452,"Kiambu, Kiambu / Kiambu","KSh 4,550,000"
Pajero,Mitsubishi,2014,White,Foreign Used,Automatic,81452,"Kiambu, Kiambu / Kiambu","KSh 4,550,000"
Mirage,Mitsubishi,2014,White,Foreign Used,Automatic,36000,"Kiambu, Kiambu / Kiambu","KSh 650,000"
Mirage,Mitsubishi,2014,White,Foreign Used,Automatic,70000,"Kiambu, Kiambu / Kiambu","KSh 670,000"
Mirage,Mitsubishi,2014,White,Foreign Used,Automatic,35000,"Kiambu, Kiambu / Kiambu","KSh 690,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,350,000"
Teana,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,530,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,170,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,66000,"Kiambu, Kiambu / Kiambu","KSh 695,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,107000,"Kiambu, Kiambu / Kiambu","KSh 750,000"
Note,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 830,000"
Note,Nissan,2014,White,Foreign Used,Automatic,99000,"Kiambu, Kiambu / Kiambu","KSh 860,000"
Note,Nissan,2014,White,Foreign Used,Automatic,99000,"Kiambu, Kiambu / Kiambu","KSh 860,000"
208,Peugeot,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,000,000"
208,Peugeot,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 980,000"
208,Peugeot,2014,White,Foreign Used,Automatic,56942,"Kiambu, Kiambu / Kiambu","KSh 990,000"
Legacy,Subaru,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 2,170,000"
Alto,Suzuki,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 580,000"
Every,Suzuki,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 760,000"
Axio,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,100,000"
Probox,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,100,000"
Fielder,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,350,000"
Harrier,Toyota,2014,White,Foreign Used,Automatic,35000,"Kiambu, Kiambu / Kiambu","KSh 3,060,000"
RAV4,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 3,340,000"
Harrier,Toyota,2014,White,Foreign Used,Automatic,54827,"Kiambu, Kiambu / Kiambu","KSh 3,550,000"
Land,Toyota,2014,White,Foreign Used,Automatic,54842,"Kiambu, Kiambu / Kiambu","KSh 6,100,000"
Vitz,Toyota,2014,White,Foreign Used,Automatic,120000,"Kiambu, Kiambu / Kiambu","KSh 790,000"
Land,Toyota,2014,White,Foreign Used,Automatic,78243,"Kiambu, Kiambu / Kiambu","KSh 8,600,000"
Land,Toyota,2014,White,Foreign Used,Automatic,52184,"Kiambu, Kiambu / Kiambu","KSh 8,750,000"
Land,Toyota,2014,White,Foreign Used,Automatic,48243,"Kiambu, Kiambu / Kiambu","KSh 8,800,000"
Land,Toyota,2014,White,Foreign Used,Automatic,52482,"Kiambu, Kiambu / Kiambu","KSh 8,950,000"
Porte,Toyota,2014,White,Foreign Used,Automatic,91000,"Kiambu, Kiambu / Kiambu","KSh 850,000"
Vitz,Toyota,2014,White,Foreign Used,Automatic,85000,"Kiambu, Kiambu / Kiambu","KSh 855,000"
Vitz,Toyota,2014,White,Foreign Used,Automatic,85000,"Kiambu, Kiambu / Kiambu","KSh 855,000"
Probox,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 890,000"
Probox,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 890,000"
Probox,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 935,000"
Probox,Toyota,2014,White,Foreign Used,Automatic,100000,"Kiambu, Kiambu / Kiambu","KSh 950,000"
Succeed,Toyota,2014,White,Foreign Used,Automatic,153000,"Kiambu, Kiambu / Kiambu","KSh 959,000"
Aqua,Toyota,2014,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 980,000"
Aqua,Toyota,2014,White,Foreign Used,Automatic,144000,"Kiambu, Kiambu / Kiambu","KSh 985,000"
Golf,Volkswagen,2014,White,Foreign Used,Automatic,93000,"Kiambu, Kiambu / Kiambu","KSh 1,550,000"
Discovery,Land Rover,2013,White,Foreign Used,Automatic,34128,"Kiambu, Kiambu / Kiambu","KSh 5,650,000"
Passo,Toyota,2013,White,Foreign Used,Automatic,138000,"Kiambu, Kiambu / Kiambu","KSh 669,000"
EV,Suzuki,2012,White,Foreign Used,Automatic,17700,"Kiambu, Kiambu / Kiambu","KSh 650,000"
Tiguan,Volkswagen,2012,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kiambu / Kiambu","KSh 1,950,000"
Probox,Toyota,2010,White,Foreign Used,Automatic,185745,"Kiambu, Kiambu / Kiambu","KSh 550,000"
Probox,Toyota,2010,White,Foreign Used,Automatic,185745,"Kiambu, Kiambu / Kiambu","KSh 550,000"
Belta,Toyota,2010,White,Foreign Used,Automatic,142547,"Kiambu, Kiambu / Kiambu","KSh 560,000"
Succeed,Toyota,2009,White,Foreign Used,Automatic,185745,"Kiambu, Kiambu / Kiambu","KSh 570,000"
Land,Toyota,2008,White,Foreign Used,Automatic,128000,"Kiambu, Kiambu / Kiambu","KSh 5,500,000"
Succeed,Toyota,2008,White,Foreign Used,Automatic,185427,"Kiambu, Kiambu / Kiambu","KSh 550,000"
Advan,Nissan,2007,White,Foreign Used,Automatic,198574,"Kiambu, Kiambu / Kiambu","KSh 300,000"
Wingroad,Nissan,2007,White,Foreign Used,Automatic,152412,"Kiambu, Kiambu / Kiambu","KSh 430,000"
Wingroad,Nissan,2007,White,Foreign Used,Automatic,152412,"Kiambu, Kiambu / Kiambu","KSh 430,000"
Probox,Toyota,2007,White,Foreign Used,Automatic,198652,"Kiambu, Kiambu / Kiambu","KSh 430,000"
Probox,Toyota,2007,White,Foreign Used,Automatic,198652,"Kiambu, Kiambu / Kiambu","KSh 430,000"
Premio,Toyota,2007,White,Foreign Used,Automatic,142542,"Kiambu, Kiambu / Kiambu","KSh 780,000"
TownAce,Toyota,2006,White,Foreign Used,Automatic,145241,"Kiambu, Kiambu / Kiambu","KSh 690,000"
Vitz,Toyota,2014,Yellow,Foreign Used,Automatic,78000,"Kiambu, Kiambu / Kiambu","KSh 980,000"
Vitz,Toyota,2014,Yellow,Foreign Used,Automatic,78000,"Kiambu, Kiambu / Kiambu","KSh 980,000"
Probox,Toyota,2015,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kikuyu","KSh 980,000"
Vitz,Toyota,2014,Silver,Foreign Used,Automatic,108000,"Kiambu, Kikuyu","KSh 930,000"
Vitz,Toyota,2014,Silver,Foreign Used,Automatic,108000,"Kiambu, Kikuyu","KSh 930,000"
FB14,Nissan,1998,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Kikuyu","KSh 220,000"
FB15,Nissan,1998,White,Foreign Used,Automatic,Unavailable,"Kiambu, Kikuyu","KSh 200,000"
Vitz,Toyota,2014,Silver,Foreign Used,Automatic,111000,"Kiambu, Ndenderu","KSh 850,000"
Corolla,Toyota,1998,Green,Foreign Used,Automatic,123789,"Kiambu, Rosslyn","KSh 385,000"
Vitz,Toyota,2013,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Rosslyn","KSh 820,000"
NV100,Nissan,2014,White,Foreign Used,Automatic,160000,"Kiambu, Rosslyn","KSh 645,000"
Note,Nissan,2014,Black,Foreign Used,Automatic,120000,"Kiambu, Ruaka","KSh 750,000"
Note,Nissan,2014,Black,Foreign Used,Automatic,100000,"Kiambu, Ruaka","KSh 775,000"
Ractis,Toyota,2014,Black,Foreign Used,Automatic,56000,"Kiambu, Ruaka","KSh 1,050,000"
Fielder,Toyota,2014,Black,Foreign Used,Automatic,Unavailable,"Kiambu, Ruaka","KSh 1,250,000"
Hilux,Toyota,2008,Gold,Foreign Used,Automatic,135000,"Kiambu, Ruaka","KSh 1,950,000"
Latio,Nissan,2014,Gray,Foreign Used,Automatic,37000,"Kiambu, Ruaka","KSh 890,000"
Ractis,Toyota,2014,Purple,Foreign Used,Automatic,Unavailable,"Kiambu, Ruaka","KSh 1,080,000"
Fit,Honda,2014,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Ruaka","KSh 950,000"
Galant,Mitsubishi,2014,Silver,Foreign Used,Automatic,75620,"Kiambu, Ruaka","KSh 1,430,000"
Advan,Nissan,2014,Silver,Foreign Used,Automatic,120000,"Kiambu, Ruaka","KSh 690,000"
Note,Nissan,2014,Silver,Foreign Used,Automatic,98000,"Kiambu, Ruaka","KSh 840,000"
Allion,Toyota,2014,Silver,Foreign Used,Automatic,46000,"Kiambu, Ruaka","KSh 1,650,000"
CX-5,Mazda,2013,Silver,Foreign Used,Automatic,830000,"Kiambu, Ruaka","KSh 1,950,000"
X-Trail,Nissan,2004,Silver,Foreign Used,Automatic,Unavailable,"Kiambu, Ruaka","KSh 640,000"
